metric_key,economic_category,cou_metric_key,year,GDP,GDP_15,GDP_PC,GDP_PC_PPP,GDP_PC_PPP_17,GDP_PEMP,GDP_PPP,MFG_VA,ELC_POP,ELC_RUR_POP,CO2GDP,AtmCO2
developing-2019,Developing,mexico-2019,2019,1269433932805.91,1252848919131.02,9820.44855272379,19863.0272301481,19677.2753402017,45954.2482090539,2534036206427.55,17.3244913493297,99.5999984741211,98.2382049560547,0.167,0.252
developing-2000,Developing,morocco-2000,2000,38857251336.3448,51328694703.1319,1763.40073327221,3579.34995276316,4370.56244804006,14945.55547782,104186959602.84,18.4955086758582,69.5673828125,36.5221786499023,0.232,0.657
developing-2001,Developing,morocco-2001,2001,39459581217.3759,55085938450.0705,1869.6668547017,3878.29043834641,4633.94144695698,15536.1972553734,114265954836.287,16.8411804690396,71.347900390625,45.9024772644043,0.236,0.646
developing-2002,Developing,morocco-2002,2002,42236836820.6152,56805418286.3276,1905.07201479133,4014.23916540692,4721.69260880854,15733.5212001531,119696543291.712,16.8503472895946,73.1208343505859,49.0134201049805,0.237,0.594
developing-2003,Developing,morocco-2003,2003,52064058833.9739,60191681383.0782,1994.81539402596,4281.40038891461,4944.12023733474,16439.1482772958,129187236500.533,17.517002202941,74.8885269165039,52.1468620300293,0.222,0.447
developing-2004,Developing,morocco-2004,2004,59626020162.3816,63079087391.5193,2065.9991940102,4553.55713467899,5120.54822517084,16718.8522071248,139029206436.019,17.7803507577198,78.1999969482422,58.4416084289551,0.234,0.588
developing-2005,Developing,morocco-2005,2005,62343022650.8742,65155423664.6155,2109.06215157821,4793.26702800313,5227.27912399441,16991.5650665798,148078776964.196,16.8406484052819,78.4176177978516,58.302173614502,0.243,0.678
developing-2013,Developing,morocco-2013,2013,106825649872.108,94272490564.6266,2754.84919884651,6916.01303173881,6827.85270036133,21938.9137391852,236669859661.439,15.5131341997031,97.1999969482422,94.977912902832,0.22,0.541
developing-2014,Developing,morocco-2014,2014,110081248587.369,96789088975.0283,2788.72086992511,6609.60910787755,6911.80313254345,22414.1044655162,229401963793.421,16.4904860294626,91.5999984741211,86.1420288085938,0.223,0.415
developing-2015,Developing,morocco-2015,2015,101179808076.36,101179808076.36,2875.25798516781,7024.96308902663,7126.28408352933,23293.3829026849,247207179584.528,16.1369502505188,97.3000030517578,94.4866180419922,0.22,0.373
developing-2016,Developing,morocco-2016,2016,103311649248.024,102252168737.73,2867.01576143127,7113.00459986287,7105.85585478269,23616.6493725082,253685437088.192,15.678094488018,97.8000030517578,95.4180145263672,0.217,0.342
developing-2017,Developing,morocco-2017,2017,109682728023.112,106602592855.805,2950.21211552919,7312.05677903856,7312.05677903856,24786.4025503627,264212938334.625,15.6990531915394,100.0,100.0,0.219,0.374
developing-2018,Developing,morocco-2018,2018,118096227400.092,109958978323.143,3004.63222965656,7625.73575345848,7446.93622120704,25194.7270207921,279075124115.407,15.6752187488441,98.0999984741211,96.10400390625,0.218,0.353
developing-2019,Developing,morocco-2019,2019,119870439113.662,112826637548.359,3044.90623115894,7865.90652398288,7546.75473396895,25468.7669555619,291465062302.723,14.8971292654618,99.5999984741211,98.9278182983398,0.236,0.337
developing-2000,Developing,namibia-2000,2000,3922247989.85562,5607982809.41703,3124.95036976113,5202.65565659653,6804.86674705892,27205.4442119717,9336597396.18197,9.73959016013473,36.5,18.9317493438721,0.159,0.0
developing-2001,Developing,namibia-2001,2001,3557333364.30795,5674041969.71839,3111.33664738047,5293.6097178686,6775.22161489033,26912.6846293597,9653781353.35627,9.62278059308071,35.9668617248535,18.470874786377,0.199,0.0
developing-2002,Developing,namibia-2002,2002,3349184760.02543,5945752617.06193,3211.28360932938,5550.08102115218,6992.86531394458,27541.4970096305,10276080462.2027,9.42146187028967,36.9254760742188,19.1734027862549,0.164,0.0
developing-2003,Developing,namibia-2003,2003,4926471294.30116,6197840297.36377,3298.27971886937,5806.29946778991,7182.30734113984,28048.3623550576,10910692811.8171,11.3943880429537,37.8788528442383,19.8214359283447,0.168,0.0
developing-2004,Developing,namibia-2004,2004,6609198832.76313,6958287294.03789,3647.40385809883,6593.76263973393,7942.55725378717,30715.6576256832,12579164957.0381,10.5919607788378,38.8293418884277,20.4628791809082,0.157,0.0
developing-2005,Developing,namibia-2005,2005,7248394160.35502,7134280656.21559,3680.65921976375,6861.14612871679,8014.9738614059,30626.5294488107,13299069319.6298,10.488028634917,39.779296875,21.1009292602539,0.163,0.0
developing-2013,Developing,namibia-2013,2013,12043276397.1652,10247278347.7583,4587.97887615181,9735.53264349043,9990.74583476367,31756.1657121099,21744370572.4317,10.3182587782274,47.4000015258789,27.3082447052002,0.158,0.0
developing-2014,Developing,namibia-2014,2014,12435416060.2791,10871595744.4514,4782.0319396591,10467.228042144,10413.3142223463,33309.460044028,23796468378.9393,9.90856529052312,48.728515625,27.5433959960938,0.154,0.0
developing-2015,Developing,namibia-2015,2015,11335179562.0211,11335179562.0211,4896.61526001377,10633.294417575,10662.8299375379,35237.7804469162,24615023880.5389,11.4171848223968,51.5999984741211,31.2854843139648,0.157,0.0
developing-2016,Developing,namibia-2016,2016,10721994676.6562,11339010223.634,4808.65082400244,10427.1217565842,10471.2792904205,35798.7715652494,24587611895.3828,11.6787885338894,49.7000007629395,31.6359558105469,0.157,0.0
developing-2017,Developing,namibia-2017,2017,12895153160.466,11222530147.3361,4670.94926975065,10171.4214953612,10171.4214953612,34466.3034928054,24438091227.4492,12.220043443396,52.5,31.6101455688477,0.158,0.0
developing-2018,Developing,namibia-2018,2018,13682062249.2236,11341482622.8834,4632.39089281682,10329.6550239114,10087.45708442,33893.0982860519,25290094395.0424,12.298834816785,54.0028953552246,33.5966148376465,0.155,0.0
developing-2019,Developing,namibia-2019,2019,12496781719.7752,11240759011.0283,4506.17392778272,10227.5826241438,9812.60803830829,33012.8222907319,25512950317.9096,12.5650284945598,55.1770896911621,35.0044479370117,0.155,0.0
developing-2000,Developing,nepal-2000,2000,5494252207.90502,13462154914.154,562.303130451699,1354.49523634581,2077.65205573805,4189.75848050416,32428104548.3835,8.840859263007,29.0462665557861,20.377893447876,0.062,1.304
developing-2001,Developing,nepal-2001,2001,6007055042.17687,14108323830.938,579.465985595006,1426.45437388067,2141.0670348476,4308.53676378959,34730045830.217,8.69929482753759,24.6000003814697,14.6972455978394,0.064,1.43
developing-2002,Developing,nepal-2002,2002,6050875806.66403,14125274019.163,571.280767186389,1428.54947569054,2110.82349727443,4230.55326037073,35321778629.871,8.21342364558824,35.8874092102051,27.5307426452637,0.051,0.752
developing-2003,Developing,nepal-2003,2003,6330473096.54071,14682521413.9545,585.406948000011,1491.05904679104,2163.0182780212,4325.53054881178,37397073025.4804,7.88776001511485,39.2989501953125,31.2207469940186,0.054,0.905
developing-2004,Developing,nepal-2004,2004,7273938314.71988,15370045638.1838,604.659580152849,1581.55906917053,2234.15476758436,4452.32191960441,40202182964.6521,7.76396416201986,37.2000007629395,28.4514446258545,0.047,0.751
developing-2005,Developing,nepal-2005,2005,8130258041.46706,15904797352.8369,617.793989117554,1666.24845791235,2282.68505366778,4529.52101013264,42896733424.7245,7.61521652087165,46.1157302856445,38.6423416137695,0.052,1.123
developing-2013,Developing,nepal-2013,2013,22162208956.0893,22100659153.2493,821.0732055302,2702.22496263423,3033.78078654994,5723.10547880004,72735235363.1082,5.75041430387181,77.466194152832,73.5523376464844,0.061,1.127
developing-2014,Developing,nepal-2014,2014,22731602969.6861,23429236486.3272,870.781690344073,2947.31648725396,3217.44850964835,6031.34704333326,79300444354.3583,5.61219116107175,84.9000015258789,82.0555191040039,0.069,1.534
developing-2015,Developing,nepal-2015,2015,24360795410.1597,24360795410.1597,901.749607715071,2996.22046186766,3331.87176945857,6196.54865473264,80942994652.63,5.35605555714499,82.5239562988281,79.6443176269531,0.063,1.761
developing-2016,Developing,nepal-2016,2016,24524098184.4236,24466305357.2316,897.403788049837,2989.67500637537,3315.8144141419,6053.330916452,81508795259.0645,4.88818962712504,90.6999969482422,89.8119964599609,0.094,2.423
developing-2017,Developing,nepal-2017,2017,28971589213.134,26662713937.3486,964.897795203107,3565.19780740052,3565.19780740052,6442.26947945658,98515977278.9959,4.85567399451397,87.8963470458984,86.004150390625,0.103,2.382
developing-2018,Developing,nepal-2018,2018,33111525182.7133,28695046273.5598,1021.33187703376,3864.32212409671,3773.71591761441,6719.34619788898,108570881473.849,4.9064745398857,93.9199981689453,93.4699096679688,0.111,2.769
developed-2000,Developed,norway-2000,2000,171247131268.604,302860679962.798,67437.743355228,36936.4865054381,57127.3819959897,110493.884715054,165880541991.868,8.84631485925337,100.0,100.0,0.124,0.274
developed-2001,Developed,norway-2001,2001,173972218824.027,309144404257.518,68489.4679076266,37764.3084400157,58018.3114261599,112585.030355175,170458684985.429,8.91238670694864,100.0,100.0,0.126,0.258
developed-2002,Developed,norway-2002,2002,195524186477.617,313615418001.447,69106.3089683386,37980.3539761745,58540.8454427638,113516.259589355,172360885220.162,8.89639250082958,100.0,100.0,0.122,0.223
developed-2003,Developed,norway-2003,2003,228858506821.841,316469649684.82,69327.4265414388,38593.7083511957,58728.1569902155,116212.457502814,176174682535.497,8.84720963931561,100.0,100.0,0.131,0.271
developed-2004,Developed,norway-2004,2004,264511630666.983,329031642037.821,71654.636532036,42549.9438731467,60699.5665822807,120171.330756894,195385512770.541,8.52974167423809,100.0,100.0,0.128,0.268
developed-2005,Developed,norway-2005,2005,308884284051.222,337670104371.189,73036.740359019,47797.5299472052,61870.3645561435,123017.755921514,220981890027.144,8.15502814842509,100.0,100.0,0.121,0.228
developed-2013,Developed,norway-2013,2013,522761531914.894,371050738865.351,73046.9050292415,66961.2530988205,61878.9751793609,120627.736975955,340137921349.59,6.61771984068892,100.0,100.0,0.121,0.201
developed-2014,Developed,norway-2014,2014,498410050251.256,378358747545.727,73650.3135435049,65892.6892787813,62390.1303126574,121695.396763202,338506031929.012,6.80718437959077,100.0,100.0,0.118,0.191
developed-2015,Developed,norway-2015,2015,385801550067.169,385801550067.169,74355.5158575643,60368.9208717485,62987.5162863772,123466.327536284,313230605417.6,6.87381716448613,100.0,100.0,0.117,0.195
developed-2016,Developed,norway-2016,2016,368827142857.143,389935641211.119,74493.1179371245,58939.9126133093,63104.0807823312,124830.3231084,308522092432.707,6.56208160488137,100.0,100.0,0.113,0.202
developed-2017,Developed,norway-2017,2017,398393955268.99,398994977782.37,75610.6494832583,64050.7561654659,64050.7561654659,127372.225283009,337993790660.966,6.40038089666084,100.0,100.0,0.108,0.207
developed-2018,Developed,norway-2018,2018,436999692591.454,403459047225.38,75953.5819514803,69808.3294106839,64341.2586813606,126511.027926105,370815981929.882,5.99634204676553,100.0,100.0,0.107,0.203
developed-2019,Developed,norway-2019,2019,404941363636.364,406468037614.963,76005.224786526,66799.1647159421,64385.0059928545,126124.690895145,357234985787.728,6.18105763909702,100.0,100.0,0.101,0.199
developing-2000,Developing,peru-2000,2000,51744749133.213,87410449785.3084,3303.50093655937,5043.26718093489,6422.4805683104,15656.972337711,133444567184.575,15.2145262038719,72.4964981079102,11.089394569397,0.155,0.507
developing-2001,Developing,peru-2001,2001,52030158775.4055,87950552246.3255,3281.82409041992,5120.06880606732,6380.33766422578,14776.7334450943,137214203633.683,15.5812564716453,72.1131134033203,16.0957508087158,0.142,0.451
developing-2002,Developing,peru-2002,2002,54777553515.0809,92746961064.3748,3422.27535021908,5423.64423020835,6653.3950975905,14878.6179987163,146985987031.684,15.4989075774167,74.3826904296875,19.4595775604248,0.142,0.454
developing-2003,Developing,peru-2003,2003,58731030121.8671,96609893451.2561,3529.48734299659,5697.43212566785,6861.83061903476,14766.8541765832,155951348486.552,15.3985817546504,74.3809661865234,18.4972438812256,0.132,0.405
developing-2004,Developing,peru-2004,2004,66768703497.5687,101400008285.783,3670.69138102848,6084.89253463637,7136.35156146601,14998.4885082066,168090446562.508,16.3726500976155,75.6923599243164,20.8976974487305,0.146,0.436
developing-2005,Developing,peru-2005,2005,76060606060.6061,107773059976.197,3867.52739978327,6610.89170564893,7519.02906932011,15398.9836117145,184220033794.452,16.5516113723285,77.1736450195313,24.6324329376221,0.137,0.42
developing-2013,Developing,peru-2013,2013,201175469114.327,179549648065.8,6030.4202489314,11295.9632644083,11724.0035983902,21923.978499888,336325852091.006,14.831406515612,92.135368347168,69.9050140380859,0.129,0.285
developing-2014,Developing,peru-2014,2014,200789362451.567,183826803243.25,6109.15688391125,11510.2788763872,11877.0789320691,22235.2593963788,346348573214.234,13.9596976357841,92.9199905395508,72.7675018310547,0.135,0.286
developing-2015,Developing,peru-2015,2015,189805300841.603,189805300841.603,6229.10067398112,11572.3207931902,12110.2668971421,22935.6869953124,352617166513.571,13.7880201715375,93.852180480957,76.6926879882813,0.134,0.296
developing-2016,Developing,peru-2016,2016,191895943823.887,197308909322.23,6380.02585660284,12013.3773897006,12403.6871416862,23006.161879806,371526141635.466,13.3440281131691,94.1999969482422,77.9748382568359,0.136,0.262
developing-2017,Developing,peru-2017,2017,211007207483.515,202278796061.116,6432.9243294982,12506.5293750586,12506.5293750586,22902.0260836355,393259049121.626,12.9708469176106,94.8000030517578,80.4978485107422,0.127,0.264
developing-2018,Developing,peru-2018,2018,222574697255.522,210307558791.895,6574.31669004882,13088.2958384558,12781.4164435302,23123.0676714615,418684963974.761,13.2037117539787,95.1999969482422,81.7999801635742,0.122,0.259
developing-2019,Developing,peru-2019,2019,228470919605.669,214942684282.182,6611.49276445785,13397.2739160483,12853.6920747721,23007.0349575229,435551564551.279,12.9998845865312,95.5513610839844,82.9478225708008,0.125,0.266
developing-2000,Developing,philippines-2000,2000,83669693589.1547,142796140820.36,1830.91324407989,3439.53875901901,4453.75666461124,12255.901523952,268255671085.492,25.2795652869319,74.6616897583008,61.6950645446777,0.193,0.32
developing-2001,Developing,philippines-2001,2001,78921234457.233,147150325740.485,1846.93142831953,3545.73414226395,4492.72142443421,12324.2172925842,282498811825.423,25.3115458939429,75.7229461669922,63.3980865478516,0.187,0.256
developing-2002,Developing,philippines-2002,2002,84307291974.4733,152618807081.032,1875.72444408132,3657.97035711492,4562.76138195703,12462.7771492516,297631709178.948,25.1354086778499,76.7766189575195,65.083984375,0.178,0.228
developing-2003,Developing,philippines-2003,2003,87039145965.0093,160382390171.199,1931.10880056426,3835.91675156979,4697.48565007771,12779.8072257393,318580442973.872,24.836872645366,76.5999984741211,63.5447158813477,0.175,0.254
developing-2004,Developing,philippines-2004,2004,95002028504.6908,170918275875.837,2017.67416197725,4115.76881393865,4908.0587378874,13211.5098479919,348649015206.978,24.0119978825827,87.5999984741211,84.5029525756836,0.168,0.249
developing-2005,Developing,philippines-2005,2005,107419961717.119,179365920408.317,2077.76798286209,4370.37388742261,5054.23893300765,13552.8507940284,377277993169.49,24.2699011658856,79.9156188964844,70.0244369506836,0.161,0.242
developing-2013,Developing,philippines-2013,2013,283902728259.788,270953202686.745,2740.4564888797,6614.68352374649,6666.25051235498,16772.1943645911,654004065669.745,20.4344987658388,87.5,81.8996963500977,0.133,0.221
developing-2014,Developing,philippines-2014,2014,297483247100.855,288153278076.74,2866.82205607353,6960.90071577639,6973.63890931299,17276.5300440856,699661967288.23,20.5750839907522,89.7203674316406,84.5721282958984,0.133,0.218
developing-2015,Developing,philippines-2015,2015,306446140627.933,306446140627.933,3001.04318170103,7186.76928044539,7300.13621044291,18110.3626897195,733864052008.592,19.9280223743131,89.0800018310547,83.1949768066406,0.136,0.209
developing-2016,Developing,philippines-2016,2016,318626761492.305,328355374912.941,3167.50241552897,7703.76227526107,7705.05376972347,18886.1758733639,798601364195.356,19.5903031994213,92.0665054321289,88.1386642456055,0.14,0.236
developing-2017,Developing,philippines-2017,2017,328480867143.204,351113647615.503,3338.44153302069,8120.86879330973,8120.86879330973,20561.0574801979,854095492050.13,19.5002020557828,93.0,90.0231704711914,0.144,0.231
developing-2018,Developing,philippines-2018,2018,346842094174.513,373379468918.565,3500.93378918765,8720.60737919396,8516.13654900015,21416.00620372,930064933517.722,19.0982471668548,94.4482650756836,91.8262100219727,0.141,0.189
developing-2019,Developing,philippines-2019,2019,376823278560.849,396224787543.087,3664.79066968155,9291.72691519935,8914.72379823318,22066.2734481639,1004590126617.83,18.5164544003131,95.6450805664063,93.7001266479492,0.14,0.171
developed-2000,Developed,poland-2000,2000,172219461126.067,281460140602.202,7356.77539836051,10672.1210858295,16257.6457570213,42508.673163707,408300721265.83,16.052736000684,100.0,100.0,0.466,1.456
developed-2001,Developed,poland-2001,2001,190905493539.168,285002254940.974,7451.4141558643,11119.7151496001,16466.7867612069,43717.3948516856,425307710140.256,14.5430606949285,100.0,100.0,0.458,1.317
developed-2002,Developed,poland-2002,2002,199072058823.529,290804615996.817,7606.6399994731,11804.2662616751,16809.8184076928,46076.7965757308,451281395936.757,14.3082980593784,100.0,100.0,0.44,1.22
developed-2003,Developed,poland-2003,2003,217827260805.842,300978113808.197,7878.06573423539,12288.4628747003,17409.6387374106,47981.9606480747,469475440088.888,15.5170500689369,100.0,100.0,0.441,1.067
developed-2004,Developed,poland-2004,2004,255110181539.808,315975328292.877,8275.45678962521,13353.6821006072,18287.8282505737,50133.8277021669,509873254482.811,16.4292657414979,100.0,100.0,0.425,0.963
developed-2005,Developed,poland-2005,2005,306144336269.51,327056108237.167,8569.4299709375,13896.7933802513,18937.4758998556,50292.8468797428,530377303430.345,16.0092071921093,100.0,100.0,0.41,0.807
developed-2013,Developed,poland-2013,2013,521016262734.924,443411858336.649,11656.4030936289,24567.5061660535,25759.3391174478,60337.7834058544,934552749787.883,15.6369251920783,100.0,100.0,0.298,0.391
developed-2014,Developed,poland-2014,2014,542477096211.761,458392890303.754,12059.2467116735,25475.5046935927,26649.5781804896,61111.4749720882,968368133404.101,16.5369170030691,100.0,100.0,0.276,0.365
developed-2015,Developed,poland-2015,2015,477811911394.084,477811911394.084,12578.4954734362,26862.0525150288,27797.0595118338,62837.119352737,1020392994001.52,17.4765922385726,100.0,100.0,0.268,0.321
developed-2016,Developed,poland-2016,2016,472630364208.177,492823451386.125,12979.2552591761,28322.1069770901,28682.6935399803,63800.5864809936,1075392865943.42,17.9702353705714,100.0,100.0,0.269,0.314
developed-2017,Developed,poland-2017,2017,526508877305.321,516630057036.742,13604.5404668014,30064.5034841771,30064.5034841771,65797.0232987301,1141694288588.02,16.8176758374438,100.0,100.0,0.268,0.336
developed-2018,Developed,poland-2018,2018,587411745161.558,544288897731.795,14332.9158910011,31953.0350337072,31674.1312060453,68831.3208710121,1213408517146.27,16.7273061504415,100.0,100.0,0.253,0.321
developed-2019,Developed,poland-2019,2019,597280564671.563,570115134633.24,15016.6732968109,33797.7673600747,33185.1581282308,71980.9759018356,1283148291764.73,16.5158366107782,100.0,100.0,0.229,0.306
developing-2000,Developing,qatar-2000,2000,17759890109.8901,33690629183.4261,56864.9885705467,96823.1132878345,86566.3028619328,146412.817076181,57364499460.3035,31.9448244284256,100.0,100.0,0.414,1.262
developing-2001,Developing,qatar-2001,2001,17538461538.4615,35003952796.7125,56915.7933193486,99035.2578440416,86643.6435839159,144689.485511153,60907971032.4376,36.7598883145363,100.0,100.0,0.422,1.126
developing-2002,Developing,qatar-2002,2002,19363736263.7363,37517989780.6433,58542.0954272356,103476.338362077,89119.3841820467,147350.584430923,66315087918.7807,36.7630175642699,100.0,100.0,0.465,1.543
developing-2003,Developing,qatar-2003,2003,23533791208.7912,38913643496.7552,57075.6192099268,102757.778658013,86886.9485910347,141818.542060076,70059328669.0253,32.4348752670348,100.0,100.0,0.47,1.232
developing-2004,Developing,qatar-2004,2004,31734065934.0659,46392423696.024,61582.9723097174,113857.654034282,93748.5501379704,150987.787731643,85772614228.9539,25.6166821628922,100.0,100.0,0.437,1.457
developing-2005,Developing,qatar-2005,2005,44530494505.4945,49868495957.88,57624.1272435956,109856.952919085,87721.9494194595,138108.951508146,95071305625.7056,19.7980540560549,100.0,100.0,0.437,1.252
developing-2013,Developing,qatar-2013,2013,198727642967.033,146581616623.746,62733.4306367325,138229.768973896,95499.9076335034,126070.889279819,322984775359.257,10.2049904181882,100.0,100.0,0.32,0.984
developing-2014,Developing,qatar-2014,2014,206224598571.429,154400753941.045,62784.9009317025,129068.578897594,95578.261524971,125787.624451049,317405707362.121,10.1421524949587,100.0,100.0,0.327,1.098
developing-2015,Developing,qatar-2015,2015,161739955576.923,161739955576.923,63039.1126258027,92968.2320964638,95965.2512537252,125827.404189749,238529336835.754,8.91552530998815,100.0,100.0,0.325,1.095
developing-2016,Developing,qatar-2016,2016,151732181868.132,166695978169.384,62800.3680594912,83102.3504973395,95601.8073323688,125524.916054905,220585134010.778,8.47608042005157,100.0,100.0,0.323,1.144
developing-2017,Developing,qatar-2017,2017,161099122225.275,164199531361.81,60262.7460886212,91738.7527956234,91738.7527956234,120499.315312598,249963056688.56,8.04717029814568,100.0,100.0,0.332,1.113
developing-2018,Developing,qatar-2018,2018,183334953818.681,166227185730.265,59757.7960853415,93154.2348987235,90970.0609166158,119455.118490164,259125458441.551,8.23742387263655,100.0,100.0,0.324,1.052
developing-2019,Developing,qatar-2019,2019,176371267689.082,167371229308.42,59098.5287121758,93771.1253057061,89966.4497223279,118025.08499278,265566484615.656,8.33357268439132,100.0,100.0,0.341,1.266
developed-2000,Developed,romania-2000,2000,37253259016.9976,102084145319.92,4548.60211332626,5848.08495477489,12109.5441905995,24811.6331334955,131248401045.549,19.8128920493959,100.0,100.0,0.317,0.93
developed-2001,Developed,romania-2001,2001,40394824679.1232,107411035119.239,4853.20715323756,6518.67529177843,12920.4808475294,26741.6360059439,144271125997.381,22.0207783534399,100.0,100.0,0.323,0.907
developed-2002,Developed,romania-2002,2002,46066101951.2933,113536677483.738,5224.76235626365,7162.36577844649,13909.655991495,31778.2004277649,155641760899.068,21.8092683135058,100.0,100.0,0.301,0.893
developed-2003,Developed,romania-2003,2003,57806506024.0964,116194738376.305,5385.78764297459,7559.97534934003,14338.3465598604,33113.4473756057,163101372738.626,21.0476787954831,100.0,100.0,0.308,0.827
developed-2004,Developed,romania-2004,2004,74972669056.5922,128311657015.269,5981.40799599499,8990.32564986372,15924.0405392458,37013.6430750632,192858200278.813,21.2420046238418,100.0,100.0,0.27,0.767
developed-2005,Developed,romania-2005,2005,98452791982.7024,134301435131.239,6299.40991769998,9602.10475909396,16770.6431278301,39748.1106987556,204713848800.884,21.2678992923076,100.0,100.0,0.256,0.741
developed-2013,Developed,romania-2013,2013,190801346194.297,166617509768.333,8337.67361059503,19781.9257079992,22197.0232873287,51940.6254380453,395315930297.463,20.4373985578481,100.0,100.0,0.156,0.359
developed-2014,Developed,romania-2014,2014,199959363430.073,172630275253.713,8670.97580713268,20657.6732894791,23084.359127492,53449.2840994587,411273183709.1,21.0466894399152,100.0,100.0,0.149,0.344
developed-2015,Developed,romania-2015,2015,177729210874.504,177729210874.504,8969.14892146193,21605.8356153117,23878.1723506447,55615.1121682847,428132941912.141,19.5844703249576,100.0,100.0,0.148,0.329
developed-2016,Developed,romania-2016,2016,188128818486.401,186087811658.571,9444.99491650232,24271.4700174562,25144.9963025527,58813.1755116016,478202982766.416,20.1593002052635,99.0999984741211,100.0,0.138,0.291
developed-2017,Developed,romania-2017,2017,211695422578.655,199708413252.137,10195.0747280838,27141.9009335846,27141.9009335846,61460.4393161679,531674961946.224,19.9363978628171,100.0,100.0,0.133,0.274
developed-2018,Developed,romania-2018,2018,241457403085.042,208644413683.726,10714.0153591551,29342.0411489328,28523.4538475764,64107.7073558508,571406029073.083,18.7031595670404,100.0,100.0,0.129,0.284
developed-2019,Developed,romania-2019,2019,249881592298.072,217382984916.126,11221.7083913628,31867.3895653364,29875.0627717262,66786.3459443316,617323853338.569,16.9887585445977,100.0,100.0,0.121,0.293
developing-2000,Developing,south africa-2000,2000,151753369491.916,221691970228.101,4930.02546578478,8498.51859366874,11033.8563093375,41787.2973737477,382158945045.26,18.968266431053,72.2824630737305,54.6039733886719,0.618,1.328
developing-2001,Developing,south africa-2001,2001,135429607036.658,227677653424.683,4996.07852562648,8801.28892918131,11181.6892112451,42590.9579613527,401085931742.31,19.0369578655221,70.1999969482422,49.2423515319824,0.679,1.027
developing-2002,Developing,south africa-2002,2002,129088132201.846,236102579035.79,5115.88100187292,9154.891518853,11449.8183147518,45034.6315687313,422506602011.022,19.0721822951943,76.6999969482422,64.0909652709961,0.676,1.106
developing-2003,Developing,south africa-2003,2003,197020241490.079,243065422272.369,5202.68768866559,9483.13234646428,11644.099767334,44861.0371864843,443044385170.331,18.502111880883,78.8000030517578,66.2820892333984,0.7,1.2
developing-2004,Developing,south africa-2004,2004,255806631391.551,254135982543.496,5373.80695103202,10058.7409853464,12027.0806192211,44211.6914405754,475694055770.02,17.9898145212371,80.9000015258789,73.4449234008789,0.722,1.363
developing-2005,Developing,south africa-2005,2005,288868489078.987,267546870424.295,5587.79335186404,10785.0833126626,12506.0021208075,45541.1617261043,516396206134.855,17.3705797296878,80.8000030517578,72.8334350585938,0.68,1.349
developing-2013,Developing,south africa-2013,2013,400886013595.573,337416077838.151,6284.86024979269,13606.9428955207,14066.1027821772,49776.4264241015,730517644099.684,12.3667757766351,85.1999969482422,80.7377853393555,0.626,1.209
developing-2014,Developing,south africa-2014,2014,381198869776.106,342186555600.731,6273.56631828484,13602.102642918,14040.8259112381,49635.0048507297,741915589342.204,12.4807113856549,85.9000015258789,82.2866439819336,0.631,1.258
developing-2015,Developing,south africa-2015,2015,346709790458.563,346709790458.563,6259.83968110571,13701.9453895081,14010.1044183581,48490.7014432947,758901003361.144,12.5179444713924,85.3000030517578,80.1979446411133,0.59,1.137
developing-2016,Developing,south africa-2016,2016,323585509674.481,349013858372.625,6209.36588848656,13748.4614158257,13897.1393679721,48849.0506545819,772768693550.772,12.4836443520042,83.9000015258789,75.7492752075195,0.588,1.131
developing-2017,Developing,south africa-2017,2017,381448814653.456,353055253707.071,6192.89240023292,13860.2701664709,13860.2701664709,48433.8317212373,790170550983.232,12.5127045016941,84.4000015258789,76.7389831542969,0.594,1.061
developing-2018,Developing,south africa-2018,2018,404842116738.074,358307364996.503,6199.89169872681,14209.0938333315,13875.9352486056,48530.2975816129,821179339544.687,12.4280423390957,84.6999969482422,77.1684951782227,0.587,1.062
developing-2019,Developing,south africa-2019,2019,387934574098.17,358712444718.331,6125.73532475494,14289.7600030669,13709.9663747111,48820.5407086734,836783581625.514,12.3257020541963,85.0,77.6118240356445,0.593,0.998
developed-2000,Developed,spain-2000,2000,598363313494.903,971125566803.125,23938.2967464869,21584.2512044454,34757.615021513,89607.3687308556,875626967403.777,16.2325905184989,100.0,100.0,0.198,0.318
developed-2001,Developed,spain-2001,2001,627830029412.205,1009319438550.0,24707.6929982983,22949.1818514072,35874.7529283016,89862.1656712625,937483533692.906,15.8325404105319,100.0,100.0,0.191,0.335
developed-2002,Developed,spain-2002,2002,708756677088.629,1036884176804.69,25026.4346034172,24371.5988492666,36337.5551952878,88824.2216296228,1009753311276.12,15.2409706064422,100.0,100.0,0.197,0.334
developed-2003,Developed,spain-2003,2003,907491523174.116,1067802972527.73,25310.7982805803,25046.1107003124,36750.4418480689,87974.2377200789,1056636426855.48,14.7048485165768,100.0,100.0,0.195,0.346
developed-2004,Developed,spain-2004,2004,1069055675273.75,1101148272942.58,25654.6984456902,26143.6321744545,37249.7735119425,87495.2392385137,1122134235110.56,14.1706721958678,100.0,100.0,0.2,0.347
developed-2005,Developed,spain-2005,2005,1153715822717.51,1141362567663.28,26146.1644104139,27606.9340516269,37963.3658355296,85355.3571890685,1205129771230.45,13.7091756464878,100.0,100.0,0.201,0.345
developed-2013,Developed,spain-2013,2013,1355142585077.65,1135722913640.23,24361.2573441367,32434.0032017704,35371.7398181963,94781.748554871,1512074688796.68,11.1926519187571,100.0,100.0,0.143,0.242
