metric_key,economic_category,cou_metric_key,year,GDP,GDP_15,GDP_PC,GDP_PC_PPP,GDP_PC_PPP_17,GDP_PEMP,GDP_PPP,MFG_VA,ELC_POP,ELC_RUR_POP,CO2GDP,AtmCO2
developed-2013,Developed,germany-2013,2013,3733804649549.03,3236712633454.9,40135.0158319837,44993.8927459315,49954.173749339,100776.178274572,3628559701800.76,19.925196080175,100.0,100.0,0.19,0.143
developed-2014,Developed,germany-2014,2014,3889093051023.52,3308229204839.04,40851.1617304855,47011.5510935131,50845.5269954271,102109.642688161,3807112936430.42,20.2243947763055,100.0,100.0,0.176,0.132
developed-2015,Developed,germany-2015,2015,3357585719351.56,3357585719351.56,41103.2564363768,47609.7810045816,51159.2974643888,102719.615414165,3889081660716.44,20.3478973491332,100.0,100.0,0.175,0.137
developed-2016,Developed,germany-2016,2016,3469853463945.53,3432459876455.05,41682.0322433511,50579.6839299266,51879.6725937905,102312.481676658,4165169650070.14,20.6618730740029,100.0,100.0,0.172,0.129
developed-2017,Developed,germany-2017,2017,3690849152517.65,3524457734041.38,42639.5544087286,53071.4555699913,53071.4555699913,104081.009933525,4386727409191.68,20.3903390100271,100.0,100.0,0.164,0.127
developed-2018,Developed,germany-2018,2018,3977289455388.23,3562734209022.97,42973.2899573032,55235.366304833,53486.8405707004,104580.617133421,4579331237558.63,20.0381844851033,100.0,100.0,0.157,0.125
developed-2019,Developed,germany-2019,2019,3888326788627.44,3600339162422.63,43329.0506893066,55652.8874913932,53929.6392852715,104313.414265043,4624363265512.61,19.4391581614292,100.0,100.0,0.145,0.122
developed-2000,Developed,greece-2000,2000,130457756628.436,201451412978.755,18642.8828810169,19516.1972208894,29133.9657170072,73928.0369810536,210888280059.065,9.49262695869618,100.0,100.0,0.279,0.415
developed-2001,Developed,greece-2001,2001,136309295225.34,209774603668.867,19312.4704863527,20954.7818531943,30180.3565817082,76860.5529064011,227613606520.601,9.93917178171169,100.0,100.0,0.274,0.383
developed-2002,Developed,greece-2002,2002,154564203586.954,218003793098.346,19996.6385225004,22615.9356074635,31249.5328586291,78662.6943262374,246559427543.151,9.83591206021771,100.0,100.0,0.265,0.345
developed-2003,Developed,greece-2003,2003,202370140236.265,230636089981.835,21104.9242896354,23896.6057015271,32981.4945809889,81776.2691515706,261143779868.687,9.15480276133069,100.0,100.0,0.26,0.329
developed-2004,Developed,greece-2004,2004,240963562236.127,242308566125.364,22118.2517071541,25460.4527360606,34565.061158675,85315.0274774635,278922849647.379,8.74617036964414,100.0,100.0,0.246,0.311
developed-2005,Developed,greece-2005,2005,247875422204.414,243760338223.95,22185.6168144417,25577.5241052346,34670.3352591864,85390.6549766407,281028288686.782,8.58648488278935,100.0,100.0,0.249,0.304
developed-2013,Developed,greece-2013,2013,238907690051.13,195139720340.78,17796.2576680722,25986.6503155014,27810.9112255691,86515.8662723483,284949103892.689,7.61416027339339,100.0,100.0,0.226,0.331
developed-2014,Developed,greece-2014,2014,235458133124.608,196067992081.695,18000.4184639065,26625.0618096799,28129.9613244489,86530.8779658689,290011169381.561,7.63352131172285,100.0,100.0,0.214,0.334
developed-2015,Developed,greece-2015,2015,195683527003.375,195683527003.375,18083.8779056547,26760.3633030256,28260.3866739065,84715.2800854961,289570760339.534,8.29439207758571,100.0,100.0,0.211,0.349
developed-2016,Developed,greece-2016,2016,193148146586.933,194730209118.466,18070.7807322854,27511.8010160972,28239.9192063819,82693.8075980367,296466369907.234,8.09983365863168,100.0,100.0,0.207,0.376
developed-2017,Developed,greece-2017,2017,199844406013.531,196856953384.064,18304.3076770645,28604.8609402657,28604.8609402657,81541.9310532534,307636097252.196,8.10803382721332,100.0,100.0,0.205,0.284
developed-2018,Developed,greece-2018,2018,212049447242.111,200141371166.33,18647.4957207515,29617.5483399732,29141.1743829385,80977.0372996283,317881651462.228,8.17254117278729,100.0,100.0,0.197,0.259
developed-2019,Developed,greece-2019,2019,205144152830.847,203751111442.283,19003.829047083,30356.2663953863,29698.0304753909,80275.3958194059,325467199371.978,7.99111266337693,100.0,100.0,0.178,0.231
developed-2000,Developed,hungary-2000,2000,47218405892.4258,91597630064.5288,8970.51123390017,11853.1785173624,19415.0234727981,50407.9476584106,121032462098.611,19.1070629265031,100.0,100.0,0.269,0.34
developed-2001,Developed,hungary-2001,2001,53749989092.0197,95329401340.6961,9357.41744068423,13207.9221677974,20252.4108736517,52606.7596769986,134556710886.521,19.1747160474586,100.0,100.0,0.266,0.337
developed-2002,Developed,hungary-2002,2002,67608919144.3684,99849237020.3969,9829.02746325056,14526.3882629125,21273.1241216915,54994.2166870399,147567884018.729,18.5576641407964,100.0,100.0,0.251,0.316
developed-2003,Developed,hungary-2003,2003,85302003908.042,103927602409.315,10259.8419366735,15481.3201097675,22205.5428987082,56427.0182453925,156818837080.535,18.5747784380226,100.0,100.0,0.253,0.283
developed-2004,Developed,hungary-2004,2004,104141042625.791,109124448461.958,10796.761861554,16272.0058268918,23367.6074313487,59528.9701690335,164463538605.247,18.9512071023051,100.0,100.0,0.234,0.264
developed-2005,Developed,hungary-2005,2005,113236711635.539,113811647409.449,11282.929911669,17112.2021738707,24419.828855367,62077.0649486478,172611895620.975,19.0111170471803,100.0,100.0,0.223,0.254
developed-2013,Developed,hungary-2013,2013,135732595721.853,115846025793.633,11709.801434339,24556.7153473909,25343.7138398913,63263.4884980235,242941598582.397,18.7074747594112,100.0,100.0,0.161,0.238
developed-2014,Developed,hungary-2014,2014,141078984816.675,120739043970.895,12237.3116672445,25699.7504973846,26485.4128230327,62521.4379603541,253565765890.429,19.4320090682347,100.0,100.0,0.154,0.208
developed-2015,Developed,hungary-2015,2015,125210324613.14,125210324613.14,12720.7120220668,26806.5952452257,27531.6440790804,63062.4813674498,263858067583.423,20.2094488761259,100.0,100.0,0.158,0.207
developed-2016,Developed,hungary-2016,2016,128636108315.474,127954885306.937,13037.9646865447,27947.6376911698,28218.2791845991,62349.344961275,274278759096.808,19.6017205027461,100.0,100.0,0.158,0.206
developed-2017,Developed,hungary-2017,2017,143136245596.988,133416713057.02,13630.6882407458,29501.1204204706,29501.1204204706,63885.4054758831,288755963637.472,19.1232751964246,100.0,100.0,0.158,0.223
developed-2018,Developed,hungary-2018,2018,160586833778.457,140567177109.717,14379.4442049294,31913.0746552476,31121.6651409416,66566.9133976389,311968303729.151,18.5008949486035,100.0,100.0,0.15,0.221
developed-2019,Developed,hungary-2019,2019,163526491433.29,146968695014.007,15041.0985793785,33514.9417935891,32553.6944730337,68987.949219398,327479221871.952,17.4854477987974,100.0,100.0,0.143,0.215
developing-2000,Developing,india-2000,2000,468394937262.37,800534271756.884,757.668747182558,2095.64700617136,2578.59152976725,7312.98581964116,2214209383960.06,15.927023018209,58.7214736938477,47.2353248596191,0.327,1.725
developing-2001,Developing,india-2001,2001,485441014538.638,839151774957.445,780.606234028334,2206.44816483846,2656.65520801002,7477.90201774718,2371931984607.47,15.3070212831531,55.7999992370605,43.4835777282715,0.317,1.68
developing-2002,Developing,india-2002,2002,514937948870.08,871072901385.714,796.724785582021,2287.63002432831,2711.51184643283,7567.41029906052,2501105223095.37,15.5587017264204,62.2999992370605,51.4744987487793,0.315,1.722
developing-2003,Developing,india-2003,2003,607699285433.872,939542554364.62,845.274844474197,2472.10373642451,2876.74338210669,7972.18285269986,2747800522348.92,15.5873866487019,64.0474853515625,53.5326080322266,0.3,1.538
developing-2004,Developing,india-2004,2004,709148514804.659,1013981915397.82,897.628232696276,2695.89367354208,3054.9188762472,8395.11562548626,3045344755474.08,15.8272457405027,64.4000015258789,53.6361465454102,0.298,1.473
developing-2005,Developing,india-2005,2005,820381595512.902,1094324068978.9,953.567972961256,2953.10925891283,3245.29988504694,8844.20838250661,3389017492184.65,15.9730170447011,67.5798110961914,57.7223052978516,0.289,1.507
developing-2013,Developing,india-2013,2013,1856722121394.53,1813453059872.84,1415.82872156692,5057.23341374821,4818.52255700075,14154.0356268532,6477517561942.86,15.253022692764,81.9993286132813,75.2198638916016,0.302,1.695
developing-2014,Developing,india-2014,2014,2039127446298.55,1947834059120.86,1503.42150701848,5233.88234251319,5116.62910484768,15104.8224989288,6781021982581.72,15.0655701110797,83.8724975585938,77.5819320678711,0.306,1.676
developing-2015,Developing,india-2015,2015,2103587813812.75,2103587813812.75,1605.60544457087,5464.85917800941,5464.39405731625,16216.9324063896,7159798324012.18,15.5838545863713,88.0,83.3679351806641,0.284,1.487
developing-2016,Developing,india-2016,2016,2294797980509.01,2277266450219.57,1719.31807624217,5839.86481675337,5851.39488049329,17452.6416720052,7735001687457.93,15.162237133123,89.2177963256836,84.7639541625977,0.267,1.435
developing-2017,Developing,india-2017,2017,2651472946374.91,2432015436983.77,1816.73087569391,6182.92210857444,6182.92210857444,18541.7102425468,8276934253114.33,15.0182387501718,92.1249465942383,88.7640762329102,0.265,1.444
developing-2018,Developing,india-2018,2018,2701111782775.03,2590898738237.41,1915.43527124637,6675.36129410783,6518.84505546755,19673.8430501926,9029375940711.86,14.8532644152649,95.6999969482422,93.9461441040039,0.262,1.349
developing-2019,Developing,india-2019,2019,2870504096717.77,2695611314661.46,1972.75782082376,6997.86398824082,6713.93221110725,20062.9852912792,9562005607605.22,13.3274418815439,97.3082656860352,96.0302124023438,0.252,1.416
developing-2000,Developing,indonesia-2000,2000,165021012077.81,395012383689.125,1867.54879635774,4743.94471656535,5689.26022293799,12898.6690960223,1003409878357.44,22.6597512078726,86.3000030517578,79.6350631713867,0.212,0.592
developing-2001,Developing,indonesia-2001,2001,160446947784.909,409404527351.182,1909.29186789858,4956.36110518706,5816.42541239047,13264.7813426812,1062779719417.25,30.7545972173123,86.2600021362305,79.1801910400391,0.22,0.619
developing-2002,Developing,indonesia-2002,2002,195660611165.183,427825583308.405,1968.30112833041,5190.36506184994,5996.1899458873,13953.1134655889,1128166279136.92,31.9532784940709,87.5999984741211,81.1517181396484,0.215,0.558
developing-2003,Developing,indonesia-2003,2003,234772463823.808,448277225387.513,2034.76146206165,5465.26410319843,6198.65326777627,14471.6227748545,1204049454381.46,28.2528418444569,87.9400024414063,79.841064453125,0.226,0.681
developing-2004,Developing,indonesia-2004,2004,256836875295.452,470829487520.977,2108.64179486102,5816.18175310762,6423.72071419191,15073.9012801291,1298670016319.68,28.0658265856536,89.0100021362305,82.9076232910156,0.22,0.666
developing-2005,Developing,indonesia-2005,2005,285868618224.017,497631791817.584,2199.09391371933,6254.61438201153,6699.27209089739,16115.1398474262,1415353361050.54,27.4075074800459,85.0383224487305,75.1400146484375,0.209,0.65
developing-2013,Developing,indonesia-2013,2013,912524136718.018,781691322850.807,3104.3479997837,10067.465744305,9457.0185409728,20577.8924302175,2535041372928.96,21.0286886817218,96.4642562866211,92.9942016601563,0.175,0.443
developing-2014,Developing,indonesia-2014,2014,890814755233.225,820828015498.845,3217.31746802671,10278.1773057998,9801.16628336906,21227.4025367559,2622251600815.57,21.0751760505565,97.0100021362305,93.9762496948242,0.181,0.484
developing-2015,Developing,indonesia-2015,2015,860854235065.079,860854235065.079,3331.69511469189,10247.2063381531,10149.6038700252,22004.8022397706,2647706548803.03,20.9857874310206,97.5373687744141,94.9177627563477,0.175,0.524
developing-2016,Developing,indonesia-2016,2016,931877364177.742,904181624278.983,3456.9281144563,10494.4738000481,10531.1109693569,22805.763002934,2744896640112.26,20.5229746805052,97.620002746582,95.0620040893555,0.163,0.427
developing-2017,Developing,indonesia-2017,2017,1015618742565.81,950021696789.269,3589.71554262199,10935.6317158256,10935.6317158256,23317.555108924,2894125530220.37,20.1600223614347,98.1399993896484,96.0303573608398,0.166,0.475
developing-2018,Developing,indonesia-2018,2018,1042271531011.99,999178589070.128,3732.86711146592,11644.7585390353,11371.7255560847,23939.6979329984,3116958911116.03,19.8631933835963,98.5100021362305,96.8134078979492,0.177,0.537
developing-2019,Developing,indonesia-2019,2019,1119091259074.62,1049318966508.58,3877.38297656325,12311.5032732923,11811.9755589147,24351.1162619663,3331807553957.09,19.7036906672572,98.8499984741211,97.5271682739258,0.183,0.689
developed-2000,Developed,italy-2000,2000,1146676894209.73,1842128690356.25,32350.9043668747,27072.4213631819,43053.93306429,117053.470877674,1541560741083.81,17.5732447081299,100.0,100.0,0.172,0.253
developed-2001,Developed,italy-2001,2001,1168023426056.38,1878075465645.74,32963.6706090266,28033.7358660572,43869.4279411713,117134.881565054,1597196870606.33,17.1425651051331,100.0,100.0,0.168,0.245
developed-2002,Developed,italy-2002,2002,1276769338449.3,1882844706806.09,32998.2031900081,28736.5771073504,43915.385340484,115571.817440818,1639680554324.34,16.8062139786674,100.0,100.0,0.17,0.243
developed-2003,Developed,italy-2003,2003,1577621707050.51,1885454835881.29,32897.3907788976,29196.9278993071,43781.2199783421,113648.989568417,1673369455669.35,16.1305152989919,100.0,100.0,0.177,0.271
developed-2004,Developed,italy-2004,2004,1806542968545.56,1912296060780.0,33150.4762169416,29554.6890881879,44118.0366368665,112315.839422298,1704871904435.45,15.8961977361723,100.0,100.0,0.179,0.238
developed-2005,Developed,italy-2005,2005,1858217147203.73,1927935754486.25,33257.7698032684,30130.6444569128,44260.8274173515,113797.394088361,1746657911754.7,15.5488023080333,100.0,100.0,0.178,0.23
developed-2013,Developed,italy-2013,2013,2141924094298.56,1822536356977.15,30257.6274259351,36314.6971007775,40268.1127892773,109167.823797391,2187377576803.98,13.8800198145864,100.0,100.0,0.139,0.145
developed-2014,Developed,italy-2014,2014,2162009615996.54,1822453476364.22,29979.9187217358,36194.873918843,39898.5264609826,108096.762487427,2200255257934.9,13.976239236242,100.0,100.0,0.132,0.133
developed-2015,Developed,italy-2015,2015,1836637711060.55,1836637711060.55,30242.3861352184,36899.3852092463,40247.8290437942,108118.165834409,2240921139199.72,14.395371385594,100.0,100.0,0.135,0.129
developed-2016,Developed,italy-2016,2016,1877071687633.78,1860393935366.87,30685.645898943,39926.9546628592,40837.7376281437,108133.624356811,2420671363968.59,14.7910338728902,100.0,100.0,0.132,0.125
developed-2017,Developed,italy-2017,2017,1961796197354.36,1891422683817.38,31244.2270989224,41581.120790548,41581.120790548,108661.890664492,2517184209191.25,14.9138704248918,100.0,100.0,0.128,0.111
developed-2018,Developed,italy-2018,2018,2091932426266.98,1908933681964.96,31593.4802621599,43036.2437770367,42045.9214694407,108715.601702818,2600325592797.6,15.0097787546873,100.0,100.0,0.125,0.11
developed-2019,Developed,italy-2019,2019,2009383867307.45,1916765622508.59,32090.9947117484,44334.2003275855,42708.0344529972,109477.615716992,2648041042436.58,14.8720156926026,100.0,100.0,0.121,0.107
developed-2000,Developed,japan-2000,2000,4968359075956.59,3986755544464.21,31430.6311303282,27287.2701912718,36323.0952973411,71669.4278775644,3461199212871.49,22.4522088081884,100.0,100.0,0.254,0.298
developed-2001,Developed,japan-2001,2001,4374711694090.87,4002148544213.45,31476.052066579,27942.346651133,36375.5864162464,72325.7993622376,3552841434344.91,21.1197171693841,100.0,100.0,0.25,0.307
developed-2002,Developed,japan-2002,2002,4182846045873.61,4003827945768.8,31416.1241772435,28623.5884479367,36306.330204805,73187.1628406672,3647933229747.3,20.7147020460507,100.0,100.0,0.259,0.315
developed-2003,Developed,japan-2003,2003,4519561645253.53,4065291729511.6,31830.2175849262,29392.2489916186,36784.8810250825,74422.52043675,3753919256711.54,20.9171312937455,100.0,100.0,0.257,0.298
developed-2004,Developed,japan-2004,2004,4893116005656.56,4154163710034.48,32515.1158024317,30830.6584466434,37576.3898917125,75887.2696682962,3938955753801.61,21.1205912192442,100.0,100.0,0.25,0.282
developed-2005,Developed,japan-2005,2005,4831467035389.8,4229100705435.47,33098.5474664872,32169.867493646,38250.6380111696,76890.5411191076,4110440479265.64,21.4233723857104,100.0,100.0,0.246,0.271
developed-2013,Developed,japan-2013,2013,5212328181166.18,4363702302795.86,34239.8862473683,39402.0250988025,39569.636574469,80047.1495855399,5021591088716.88,19.3290316543759,100.0,100.0,0.248,0.243
developed-2014,Developed,japan-2014,2014,4896994405353.29,4376627829637.51,34386.905855287,39555.4120089198,39739.5411241697,79844.3137118866,5034454618847.27,19.5936092334203,100.0,100.0,0.238,0.23
developed-2015,Developed,japan-2015,2015,4444930651964.18,4444930651964.18,34960.6393843385,40898.80697396,40402.581505529,80651.1303326174,5199915217476.25,20.4624703758492,100.0,100.0,0.228,0.215
developed-2016,Developed,japan-2016,2016,5003677627544.24,4478437728055.55,35264.8133591817,40623.0186579214,40754.102931535,80491.4540807722,5158900389806.61,20.2880385682684,100.0,100.0,0.225,0.208
developed-2017,Developed,japan-2017,2017,4930837369151.42,4553466417292.21,35914.6412692599,41505.0824777862,41505.0824777862,80953.3523216851,5262254961496.86,20.4359460686022,100.0,100.0,0.217,0.2
developed-2018,Developed,japan-2018,2018,5036891740656.35,4578913522439.24,36188.6200284301,42202.4011166689,41821.7085276266,79808.0915574559,5339831831131.11,20.6867046776855,100.0,100.0,0.209,0.192
developed-2019,Developed,japan-2019,2019,5148781948478.17,4591290538384.75,36362.3573229906,42616.5711388733,42022.4896153768,79303.448187154,5380978414306.42,20.3066989507667,100.0,100.0,0.202,0.189
developing-2000,Developing,jordan-2000,2000,8460424400.56418,18378624310.5935,3587.82669589595,5937.2120557616,8741.7274099193,41687.4159340167,30413339069.5785,13.4561299086901,98.9342727661133,96.3346633911133,0.34,0.789
developing-2001,Developing,jordan-2001,2001,8975689844.8519,19347169978.2158,3708.25257262257,6271.09480683764,9035.1446445502,43501.3396079856,32718358526.3686,13.532588362287,98.9780654907227,96.6705169677734,0.319,0.698
developing-2002,Developing,jordan-2002,2002,9582453032.44006,20466173164.9974,3848.82356021958,6611.77107475455,9377.64537255967,45415.2892823931,35158185254.8024,14.5377234529168,99.5,98.7785110473633,0.312,0.585
developing-2003,Developing,jordan-2003,2003,10195660789.8449,21317907139.5809,3923.03384438029,6864.40892478109,9558.45847478885,45708.9568602654,37301445215.9817,14.9766276162036,99.0452499389648,97.238899230957,0.309,0.585
developing-2004,Developing,jordan-2004,2004,11411390409.0268,23144258034.5823,4147.53736166274,7452.61881488401,10105.4605228243,48455.4942126263,41587409068.1872,16.236171519813,99.1734390258789,97.9044189453125,0.305,0.61
developing-2005,Developing,jordan-2005,2005,12588665303.244,25029726977.2841,4341.18871772653,8043.57046247319,10577.2913861175,50936.2860308541,46376323557.6834,15.98086137375,99.1008911132813,97.4643325805664,0.303,0.618
developing-2013,Developing,jordan-2013,2013,34454440140.8451,36414839440.0743,4274.54790896321,9322.30245386442,10414.9212846708,47510.9365863528,79416620026.0514,19.2766708352661,99.7014389038086,97.5779342651367,0.252,0.276
developing-2014,Developing,jordan-2014,2014,36847643521.1268,37647146046.4738,4221.08951680769,9181.04637245796,10284.6700959691,46129.1595936965,81884118369.6983,18.8479383295667,99.7484970092773,97.5945587158203,0.262,0.337
developing-2015,Developing,jordan-2015,2015,38587017887.3239,38587017887.3239,4164.10876894014,9464.68224216374,10145.8366996846,45609.7624085457,87705168918.814,18.3616202496653,99.8981704711914,98.9717025756836,0.252,0.26
developing-2016,Developing,jordan-2016,2016,39892551126.7606,39356512808.3494,4119.25211453262,9445.91686299562,10036.5436154339,45779.6645695683,90248991241.283,18.0054087756501,99.9588241577148,99.5662994384766,0.241,0.301
developing-2017,Developing,jordan-2017,2017,41408960845.0704,40177928314.0421,4105.72095129719,10003.5749827297,10003.5749827297,46696.7270532546,97893384208.996,18.0487582564544,100.0,100.0,0.249,0.227
developing-2018,Developing,jordan-2018,2018,42932112676.0563,40955006291.3653,4109.75242860846,10253.8174501169,10013.3976633388,47581.499888764,102182592619.634,17.8970628374965,99.9000015258789,98.8914794921875,0.23,0.221
developing-2019,Developing,jordan-2019,2019,44502895915.493,41755867661.2459,4133.54980467597,10497.2979196497,10071.379888314,46437.6967860155,106040522903.032,17.702056110221,100.0,100.0,0.224,0.222
developed-2000,Developed,latvia-2000,2000,7958852838.93395,15925336690.4285,6726.50490609639,8039.50636620464,12992.2036675547,32816.3236100868,19033933297.3078,13.6072703024973,100.0,100.0,0.225,0.459
developed-2001,Developed,latvia-2001,2001,8362398701.58943,16933134986.8055,7245.14476345557,9044.54639240756,13993.9534248194,34632.3982175506,21138642491.9432,13.6035000556153,100.0,100.0,0.224,0.415
developed-2002,Developed,latvia-2002,2002,9557031605.27512,18133200771.9988,7849.28261736191,10081.1918636281,15160.8420468907,36332.6143962434,23289297251.1733,13.5435470622558,100.0,100.0,0.209,0.386
developed-2003,Developed,latvia-2003,2003,11771975156.8073,19660468565.7148,8593.03114165918,11060.9427198934,16597.3878370165,39273.3569568443,25306939200.6937,12.3586145249902,100.0,100.0,0.199,0.393
developed-2004,Developed,latvia-2004,2004,14435700533.368,21288743084.4547,9406.80311731081,12278.5848367366,18169.1835012153,42293.0058675015,27787935472.885,12.2545998489824,100.0,100.0,0.183,0.371
developed-2005,Developed,latvia-2005,2005,17003459863.0989,23569880506.8348,10527.9127366212,13913.7883003324,20334.5999709979,46182.2555773357,31150175332.9959,11.4017206498476,100.0,100.0,0.168,0.356
developed-2013,Developed,latvia-2013,2013,30204783461.8488,25754168548.9922,12796.1677079946,22639.0683375842,24715.7207713883,55227.3823774857,45564452972.4338,11.0904254734602,100.0,100.0,0.138,0.276
developed-2014,Developed,latvia-2014,2014,31386896487.0407,26243522537.941,13162.6840536934,23815.8000623115,25423.6448831349,56476.587355003,47483513479.8355,10.5016667793965,100.0,100.0,0.133,0.274
developed-2015,Developed,latvia-2015,2015,27263090547.0617,27263090547.0617,13786.4567953114,24972.7860869932,26628.4581724293,57927.269831911,49384358752.2535,10.4679505550313,100.0,100.0,0.13,0.232
developed-2016,Developed,latvia-2016,2016,28083597512.4841,27908574080.4664,14242.4328198275,26721.7261996962,27509.1731143996,59438.4249765647,52362211192.1741,10.1664777131852,100.0,100.0,0.126,0.189
developed-2017,Developed,latvia-2017,2017,30483806017.8318,28833209947.6394,14845.2771981948,28673.5633962664,28673.5633962664,61167.4971819737,55691171159.2716,10.470181085517,100.0,100.0,0.12,0.173
developed-2018,Developed,latvia-2018,2018,34429023435.0211,29983505203.5851,15558.2761097779,30877.0419264807,30050.7164948447,62884.0710987329,59505432397.6235,10.5571478141466,100.0,100.0,0.125,0.203
developed-2019,Developed,latvia-2019,2019,34308783825.3019,30728393325.3996,16056.035161786,31883.2591148032,31012.135102478,64593.9582998343,61018882725.6109,10.611124884337,100.0,100.0,0.119,0.175
developing-2000,Developing,lebanon-2000,2000,17260364842.4544,25856298171.5442,6728.55030546793,8952.11692721899,14361.861140192,51711.140160523,34400962172.877,11.4142966948501,99.3515930175781,100.0,0.254,0.472
developing-2001,Developing,lebanon-2001,2001,17649751243.7811,26849094508.9295,6727.411986054,9146.92721256844,14359.431436227,51757.7198384734,36505377358.4334,11.3240876461082,99.346565246582,100.0,0.265,0.681
developing-2002,Developing,lebanon-2002,2002,19152238805.9701,27768179241.2287,6639.60261183483,9170.33142067268,14172.0053218205,50969.7558130355,38352205919.1944,10.8305624826822,99.3339538574219,100.0,0.256,0.435
developing-2003,Developing,lebanon-2003,2003,20082918739.6352,28664285672.7215,6531.86340664397,9189.06503845454,13942.0396629402,49905.821466771,40325090855.3231,10.7316267547481,99.3161087036133,100.0,0.247,0.565
developing-2004,Developing,lebanon-2004,2004,21159827992.0602,30578900759.0141,6692.1378470225,9667.99948282453,14284.1399895392,50957.6142399377,44176734472.8303,7.23433470149826,99.9000015258789,100.0,0.234,0.639
developing-2005,Developing,lebanon-2005,2005,21497336498.9462,31400182548.8178,6682.6515647035,9955.02055625405,14263.8918434725,50960.8340023122,46776262343.9248,7.5137321499024,99.2741088867188,99.3022766113281,0.217,0.598
developing-2013,Developing,lebanon-2013,2013,46909335550.6109,48584298663.1031,8216.50045646808,14976.7807369919,17537.8399888344,60640.8352169046,88557944126.3251,7.52520130893385,99.4955139160156,95.8682556152344,0.2,0.222
developing-2014,Developing,lebanon-2014,2014,48133414840.4075,49776391957.7016,7950.17189742762,15029.2750434859,16969.3707630788,59181.636760218,94098982393.9175,7.53385001054109,99.4823226928711,95.7049942016602,0.212,0.281
developing-2015,Developing,lebanon-2015,2015,50065946086.17,50065946086.17,7663.92023216349,15105.9569116377,16358.3763465949,57308.0883872401,98682397703.474,8.02613268898106,99.5831756591797,96.4955062866211,0.231,0.296
developing-2016,Developing,lebanon-2016,2016,51389318290.8642,50858016664.5081,7574.60354496752,15535.5046481724,16167.7329240484,56514.0058000552,104309743684.636,8.31098433728345,99.7256240844727,97.6617050170898,0.236,0.285
developing-2017,Developing,lebanon-2017,2017,53324800958.6119,51255733475.3685,7516.1944471095,16043.0606967963,16043.0606967963,55954.2024120342,109403614953.094,8.2928076898951,99.8798294067383,98.9614486694336,0.247,0.306
developing-2018,Developing,lebanon-2018,2018,55276157552.246,50383271292.7582,7345.13405424466,16054.3624558892,15677.9381224856,54373.6638355455,110123422264.826,7.65237913884033,99.6999969482422,97.3700332641602,0.237,0.316
developing-2019,Developing,lebanon-2019,2019,51953744507.4091,46777216084.3953,6823.10408513478,15179.5802077558,14563.6829579991,50005.1947874977,104066784646.533,7.41328263845444,99.9748687744141,99.7764511108398,0.256,0.282
developing-2000,Developing,mexico-2000,2000,707906744574.644,876437526455.268,8861.86956567291,11089.4899949864,17756.5664680698,46806.1387121704,1096748841633.21,18.9878518498964,98.0071334838867,93.7989959716797,0.205,0.293
developing-2001,Developing,mexico-2001,2001,756706300589.791,872893299631.652,8702.9848728584,11136.0219119709,17438.2085202562,46280.958569845,1116922418402.18,18.0518957738262,97.1383209228516,90.6665420532227,0.206,0.272
developing-2002,Developing,mexico-2002,2002,772106378935.377,872545499822.64,8580.88729814666,11187.4769618308,17193.5610804702,45778.4540956888,1137595954619.2,17.2675847902619,97.897087097168,92.9132537841797,0.211,0.301
developing-2003,Developing,mexico-2003,2003,729336319677.449,885165846839.51,8587.08855266964,11488.2956282873,17205.9865610425,45454.2427938711,1184225231425.39,16.6089869782365,97.4008560180664,91.6906967163086,0.218,0.309
developing-2004,Developing,mexico-2004,2004,782240601984.76,919869577686.507,8801.32190186818,12090.9912069056,17635.2468516088,46066.5533190447,1263689147984.32,16.6589751162367,98.5977020263672,96.0889053344727,0.215,0.322
developing-2005,Developing,mexico-2005,2005,877476221382.101,941098392797.58,8877.85129102564,12657.6376721808,17788.5891204455,45610.1469900383,1341775400309.42,15.7266043383479,98.932731628418,96.7655792236328,0.219,0.328
developing-2013,Developing,mexico-2013,2013,1274443084716.57,1103071549191.52,9282.99193347296,17373.8974567258,18600.3711821448,45292.8061729078,2064490858166.15,15.831823954908,99.1476974487305,96.7493515014648,0.203,0.335
developing-2014,Developing,mexico-2014,2014,1315351183524.54,1134506587182.86,9426.32458789743,18056.7898061476,18887.5674432127,46118.6616742988,2173227410899.1,15.915704549833,99.1729278564453,97.4269332885742,0.191,0.288
developing-2015,Developing,mexico-2015,2015,1171867608197.72,1171867608197.72,9616.64555810607,18301.5004690469,19268.9143963283,46533.3023558422,2230188837833.73,17.1616296069511,99.0,97.8517761230469,0.188,0.315
developing-2016,Developing,mexico-2016,2016,1078490651625.31,1202693965604.17,9751.56908337178,19323.6658689896,19539.2612488443,46846.0179805503,2383253006289.45,17.180450108818,99.5,98.3310699462891,0.185,0.29
developing-2017,Developing,mexico-2017,2017,1158913035796.37,1228108442202.22,9842.40071150603,19721.2609759241,19721.2609759241,47099.0787537146,2460766209923.96,17.4412489484376,100.0,100.0,0.181,0.313
developing-2018,Developing,mexico-2018,2018,1222408203104.3,1255065357728.63,9945.77684548009,20096.1566534339,19928.3961837399,47110.8754630305,2535949723291.33,17.5433645118774,99.5,98.2882080078125,0.169,0.25
